"zone_id","n_frames","time_seconds","percentage","metric_type","subject_id"
"centre",1089,36.3,11.7121961712196,"occupancy","ID7695_20251021"
"closed_bottom",2082,69.4,22.3919122391912,"occupancy","ID7695_20251021"
"closed_top",6147,204.9,66.1109916110992,"occupancy","ID7695_20251021"
"open_left",182,6.06666666666667,1.95741019574102,"occupancy","ID7695_20251021"
"open_right",492,16.4,5.29146052914605,"occupancy","ID7695_20251021"
