"zone_id","n_entries","mean_duration","total_time","metric_type","subject_id"
"centre",30,1.34222222222222,40.2666666666667,"entries","ID7689_20250930"
"closed_bottom",4,17.0333333333333,68.1333333333333,"entries","ID7689_20250930"
"closed_top",9,16.3740740740741,147.366666666667,"entries","ID7689_20250930"
"open_left",8,4.25,34,"entries","ID7689_20250930"
"open_right",9,2.81111111111111,25.3,"entries","ID7689_20250930"
