"zone_id","n_frames","time_seconds","percentage","metric_type","subject_id"
"centre",1942,64.7333333333333,20.5546147332769,"occupancy","ID7688"
"closed_bottom",1625,54.1666666666667,17.1994072819644,"occupancy","ID7688"
"closed_top",4253,141.766666666667,45.0148179508891,"occupancy","ID7688"
"open_left",1396,46.5333333333333,14.7756138865368,"occupancy","ID7688"
"open_right",1459,48.6333333333333,15.4424216765453,"occupancy","ID7688"
