"zone_id","n_frames","time_seconds","percentage","metric_type","subject_id"
"centre",1702,56.7333333333333,17.9384485666105,"occupancy","ID7687_20250930"
"closed_bottom",5358,178.6,56.4713322091062,"occupancy","ID7687_20250930"
"closed_top",1623,54.1,17.1058178752108,"occupancy","ID7687_20250930"
"open_left",961,32.0333333333333,10.1285834738617,"occupancy","ID7687_20250930"
"open_right",693,23.1,7.3039629005059,"occupancy","ID7687_20250930"
