"zone_id","n_frames","time_seconds","percentage","metric_type","subject_id","n_entries","mean_duration","total_time","latency_seconds","first_entry_frame"
"centre",1702,56.7333333333333,17.9384485666105,"occupancy","ID7687_20250930",NA,NA,NA,NA,NA
"closed_bottom",5358,178.6,56.4713322091062,"occupancy","ID7687_20250930",NA,NA,NA,NA,NA
"closed_top",1623,54.1,17.1058178752108,"occupancy","ID7687_20250930",NA,NA,NA,NA,NA
"open_left",961,32.0333333333333,10.1285834738617,"occupancy","ID7687_20250930",NA,NA,NA,NA,NA
"open_right",693,23.1,7.3039629005059,"occupancy","ID7687_20250930",NA,NA,NA,NA,NA
"centre",NA,NA,NA,"entries","ID7687_20250930",28,1.82380952380952,51.0666666666667,NA,NA
"closed_bottom",NA,NA,NA,"entries","ID7687_20250930",10,17.2933333333333,172.933333333333,NA,NA
"closed_top",NA,NA,NA,"entries","ID7687_20250930",7,6.91904761904762,48.4333333333333,NA,NA
"open_left",NA,NA,NA,"entries","ID7687_20250930",5,5.27333333333333,26.3666666666667,NA,NA
"open_right",NA,NA,NA,"entries","ID7687_20250930",6,2.90555555555556,17.4333333333333,NA,NA
"centre",NA,NA,NA,"latency","ID7687_20250930",NA,NA,NA,6,180
"closed_bottom",NA,NA,NA,"latency","ID7687_20250930",NA,NA,NA,8.83333333333333,265
"closed_top",NA,NA,NA,"latency","ID7687_20250930",NA,NA,NA,106.733333333333,3202
"open_left",NA,NA,NA,"latency","ID7687_20250930",NA,NA,NA,19.6333333333333,589
"open_right",NA,NA,NA,"latency","ID7687_20250930",NA,NA,NA,5.66666666666667,170
