"zone_id","n_frames","time_seconds","percentage","metric_type","subject_id"
"centre",1988,66.2666666666667,20.2402769293423,"occupancy","ID7690_20250930"
"closed_bottom",2567,85.5666666666667,26.1352066788841,"occupancy","ID7690_20250930"
"closed_top",4075,135.833333333333,41.4884952148239,"occupancy","ID7690_20250930"
"open_left",1109,36.9666666666667,11.2909794339238,"occupancy","ID7690_20250930"
"open_right",1262,42.0666666666667,12.8487069843209,"occupancy","ID7690_20250930"
