"zone_id","n_entries","mean_duration","total_time","metric_type","subject_id"
"centre",60,0.682222222222222,40.9333333333333,"entries","ID7689"
"closed_bottom",7,9.73333333333333,68.1333333333333,"entries","ID7689"
"closed_top",12,12.2416666666667,146.9,"entries","ID7689"
"open_left",21,1.61111111111111,33.8333333333333,"entries","ID7689"
"open_right",23,1.11304347826087,25.6,"entries","ID7689"
