"zone_id","n_frames","time_seconds","percentage","metric_type","subject_id"
"centre",1454,48.4666666666667,15.0051599587203,"occupancy","ID7689"
"closed_bottom",2270,75.6666666666667,23.4262125902993,"occupancy","ID7689"
"closed_top",4633,154.433333333333,47.81217750258,"occupancy","ID7689"
"open_left",1241,41.3666666666667,12.8070175438597,"occupancy","ID7689"
"open_right",994,33.1333333333333,10.2579979360165,"occupancy","ID7689"
