"zone_id","n_entries","mean_duration","total_time","metric_type","subject_id"
"centre",29,1.38390804597701,40.1333333333333,"entries","ID7692_20251021"
"closed_bottom",13,9.21025641025641,119.733333333333,"entries","ID7692_20251021"
"closed_top",10,13.46,134.6,"entries","ID7692_20251021"
"open_left",4,2.00833333333333,8.03333333333333,"entries","ID7692_20251021"
"open_right",2,4.05,8.1,"entries","ID7692_20251021"
