"zone_id","n_frames","time_seconds","percentage","metric_type","subject_id"
"centre",1379,45.9666666666667,15.1073619631902,"occupancy","ID7695_20250930"
"closed_bottom",2520,84,27.6073619631902,"occupancy","ID7695_20250930"
"closed_top",4714,157.133333333333,51.6432953549518,"occupancy","ID7695_20250930"
"open_left",664,22.1333333333333,7.27432077125329,"occupancy","ID7695_20250930"
"open_right",785,26.1666666666667,8.59991235758107,"occupancy","ID7695_20250930"
